Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Justicia salvaje","Smith, Wilbur",4568,445,3326,SALA,"N SMI",,,0,0,
"La espectadora","Smith, Kay Nolte",4726,439,3326,SALA,"N SMI",,,0,0,
"La ruta de los vengadores","Smith, Wilbur",7046,2970,3326,CG,"N SMI",,,0,0,
"Los cazadores de diamantes","Smith, Wilbur",5424,444,3326,SALA,"N SMI",,,0,0,
"Operación oro","Smith, Wilbur",4541,449,3326,SALA,"N SMI",,,0,0,
Rescate,"Smith, Martin J.",4897,441,3326,SALA,"N SMI",,,0,0,
"Retumba el tiempo","Smith, Wilbur",6019,1492,3326,SALA,"N SMI",,,0,0,
"Tentar al diablo","Smith, Wilbur",4573,443,3326,SALA,"N SMI",,,0,0,
"Tiempo de morir","Smith, Wilbur",3853,448,3326,SALA,"N SMI",,,0,0,
"Viene el lobo","Smith, Wilbur",4538,446,3326,SALA,"N SMI",,,0,0,
"Voraz como el mar","Smith, Wilbur",4543,442,3326,SALA,"N SMI",,,0,0,
"Vuela el halcón","Smith, Wilbur",4584,67,3326,SALA,"N SMI",,,0,0,
"Gente que baila","Soares, Norberto",10291,4837,3326,Novelas,"N SOA",,,0,0,
"Desventuras de la mujer de 40 años","Solar, Carmen Del",10164,4836,3326,Novelas,"N SOL",,,0,0,
"Un día en la vida de Iván Denísovich","Soljenitsin, Alexander",4828,464,3326,SALA,"N SOL",,,0,0,
"A sus plantas rendido un león","Soriano, Osvaldo",11972,5933,3326,Novelas,"N SOR",,,0,0,
"Cuarteles de invierno","Soriano, Osvaldo",1257,452,3326,SALA,"N SOR",,,0,0,
"Cuarteles, de invierno","Soriano, Osvaldo",11976,5932,3326,Novelas,"N SOR",,,0,0,
"Cuentos de los años felices","soriano, Osvaldo",10965,4834,3326,Novelas,"N SOR",,,0,0,
"El ojo de la patria","Soriano, Osvaldo",7334,3258,3326,CG,"N SOR",,,0,0,
"El ojo de la patria","Soriano, Osvaldo",11971,5934,3326,Novelas,"N SOR",,,0,0,
"La hora sin sombra","Soriano, Osvaldo",11975,5935,3326,Novelas,"N SOR",,,0,0,
"Memorias del Míster Peregrino Fernéndez y otros relatos de fútbol","Soriano, Osvaldo",5348,451,3326,SALA,"N SOR",,,0,0,
"Rebeldes soñadores y fugitivos","Soriano, Osvaldo",11974,5432,3326,,"N SOR",,,0,0,
"Triste, solitario y final","Soriano, Osvaldo",7060,2984,3326,CG,"N SOR",,,0,0,
"Triste, solitario y final","Soriano, Olvaldo",7061,2985,3326,CG,"N SOR",,,0,0,
"Triste, solitario y final","Soriano, Osvaldo",7933,3856,3326,CG,"N SOR",,,0,0,
"Una sombra ya pronto serás","Soriano, Osvaldo",5351,453,3326,SALA,"N SOR",,,0,0,
"Una sombra ya pronto serás","Soriano, Osvaldo",10446,4835,3326,Novelas,"N SOR",,,0,0,
Kokoro,"Soseki, Natsume",11017,4767,3326,Novelas,"N SOS",,,0,0,
"El cuaderno de Noah","Sparks, Nicholas",6102,1575,3326,SALA,"N SPA",,,0,0,
"El hombre elefante","Sparks, Christine",11505,4851,3326,Novelas,"N SPA",,,0,0,
"El perfume","Süskind, Patrick",3241,456,3326,SALA,"N SS",,,0,0,
"Ahora y para siempre","Steel, Danielle",5293,4847,3326,Novelas,"N STE",,,0,0,
"Al borde del abismo","Stein, Benjamín",4558,450,3326,SALA,"N STE",,,0,0,
"Álbum de familia","Steel, Danielle",6098,1571,3326,SALA,"N STE",,,0,0,
Calidoscopio,"Steel, Danielle",4721,454,3326,SALA,"N STE",,,0,0,
"El dr. Jekyll y Mr. Hyde","Stevenson, R.L.",6569,2286,3326,CG,"N STE",,,0,0,
"El regalo","Steel, Danielle",7490,3414,3326,CG,"N STE",,,0,0,
"Encuentro decisivo","Steel, Danielle",7488,3412,3326,CG,"N STE",,,0,0,
Joyas,"Steel, Danielle",7491,3415,3326,CG,"N STE",,,0,0,
"La bailarina","Steel, Danielle",7489,3413,3326,CG,"N STE",,,0,0,
"La perla","Steinbeck, John",6127,1599,3326,SALA,"N STE",,,0,0,
"La perla","Steinbeck, John",6936,2832,3326,CG,"N STE",,,0,0,
"La playa de Falesa","Stevenson, Robert Louis",487,461,3326,SALA,"N STE",,,0,0,
"Los Cenci",Stendhal,6308,1945,3326,CG,"N STE",,,0,0,
Malicia,"Steel, Danielle",6485,2169,3326,CG,"N STE",,,0,0,
Olalla,"Stevenson, Robert Louis",2710,2021,3326,CG,"N STE",,,0,0,
"Rojo y negro",Stendhal,6905,2801,3326,CG,"N STE",,,0,0,
Secretos,"Steel, Danielle",6211,1797,3326,SALA,"N STE",,,0,0,
"Una entrega especial","Steel, Danielle",6250,1847,3326,SALA,"N STE",,,0,0,
"Vanina Vanini",Stendhal,2679,2023,3326,CG,"N STE",,,0,0,
"Yo el pájaro y el cielo","Stiep, Matías",8654,4848,3326,"Autores locales","N STI",,,0,0,
Drácula,"Stoker, Bram",7006,2926,3326,CG,"N STO",,,0,0,
"Lujuria de vivir","Stone, Irving",12221,5948,3326,Novelas,"N STO",,,0,0,
"Viaje apasionado","Stone, Irving",5108,4846,3326,Novelas,"N STO",,,0,0,
"El padre de la novia","Streeter, Edward",4162,4839,3326,Novelas,"N STR",,,0,0,
Solo,"Strindberg, August",485,4843,3326,Novelas,"N STR",,,0,0,
"Huelga fraguada","Stuart, Ian",3215,5931,3326,Novelas,"N STU",,,0,0,
"El valle de las muñecas","Susann, Jacqueline",6317,1953,3326,CG,"N SUS",,,0,0,
"Corto viaje sentimental","Svevo, Italo",474,5930,3326,Novelas,"N SVE",,,0,0,
"Los viajes de Gulliver","Swift, Jonathan",1731,466,3326,SALA,"N SWI",,,0,0,
"La maquina de proyectar sueños","Szperling, Cecilia",11366,4333,3326,,"N SZP",,,0,0,
"Pase libre","Tamburrini, Claudio M.",7399,3323,3326,CG,"N TAM",,,0,0,
"Los mercenarios","Tippette, Giles",6045,1517,3326,SALA,"N TIP",,,0,0,
"El cantar del profeta y el bandido","Tizón Héctor",10950,4197,3326,,"N TIZ",,,0,0,
"El desquite","Tizziani, Rubén",2749,463,3326,SALA,"N TIZ",,,0,0,
"El gallo blanco","Tizón , Héctor",6687,2469,3326,CG,"N TIZ",,,0,0,
"El hombre que llegó a un pueblo","Tizón, Héctor",8544,4802,3326,Novelas,"N TIZ",,,0,0,
"La belleza del mundo","Tizón, Héctor",6888,2784,3326,CG,"N TIZ",,,0,0,
"La casa y el viento","Tizón, Héctor",7398,3322,3326,CG,"N TIZ",,,0,0,
"Noches sin lunas ni soles","Tizziani, Rubén",10325,4801,3326,Novelas,"N TIZ",,,0,0,
"Un tiburón de ojos tristes","Tizziani, Rubén",5952,1342,3326,SALA,"N TIZ",,,0,0,
"El amor perdido","Tobino, Mario",5545,457,3326,SALA,"N TOB",,,0,0,
"El hobbit","Tolkien, J.R.R.",5934,1324,3326,SALA,"N TOL",,,0,0,
"El hobbit","Tolkien, J.R.R.",6918,2814,3326,CG,"N TOL",,,0,0,
"El hobbit","Tolkien, J R",12119,5821,3326,Novelas,"N TOL",,,0,0,
"El señor de los anillos","Tolkien, J.R.R.",7013,2933,3326,CG,"N TOL",,,0,0,
"El señor de los anillos","Tolkien, John Ronald Reuen",8238,5814,3326,Novelas,"N TOL",,,0,0,
"El señor de los anillos I","Tolkien, J. R.R.",5957,1347,3326,SALA,"N TOL",,,0,0,
"El señor de los anillos I","Tolkien, J. R. R.",6160,1663,3326,SALA,"N TOL",,,0,0,
"El señor de los anillos II","Tolkien, J.R.R.",5958,1348,3326,SALA,"N TOL",,,0,0,
"El señor de los anillos II","Tolkien, J.R.R.",6390,2063,3326,CG,"N TOL",,,0,0,
"El señor de los anillos III","Tolkien, J.R.R.",5959,1349,3326,SALA,"N TOL",,,0,0,
"El señor de los anillos III","Tolkien, J.R.R.",6391,2064,3326,CG,"N TOL",,,0,0,
"El silmarillion","Tolkien, J.R.R.",6901,2797,3326,CG,"N TOL",,,0,0,
"El Silmarillion","Tolkien, J.R.R.",7570,3494,3326,CG,"N TOL",,,0,0,
"La conjura de los necios","Toole, John Kennedy",8763,4803,3326,Novelas,"N TOO",,,0,0,
"Las corrupciones","Torbado , Jesús",5416,459,3326,SALA,"N TOR",,,0,0,
"Operación Genética","Toselli, Carlos A. ",8383,4805,3326,Novelas,"N TOS",,,0,0,
"Árbol solo","Toya, Nilo",1698,460,3326,SALA,"N TOY",,,0,0,
Trapalanda,,5310,5957,3326,Cuentos,"N TRA",,,0,0,
"El verano de Katya",Trevanian,2747,434,3326,SALA,"N TRE",,,0,0,
Shibumi,Trevanian,3258,4806,3326,Novelas,"N TRE",,,0,0,
"El murciélago","Tsirkas, Stratis",4900,458,3326,SALA,"N TSI",,,0,0,
"El robo Wilson","Twain, Mark",1559,4872,3326,Novelas,"N TWA",,,0,0,
"Un yanqui en la corte del Rey Artudo","Twain, Mark",4048,4871,3326,Novelas,"N TWA",,,0,0,
"Del cielo a casa","Uhart, Hebe",7476,3400,3326,CG,"N UHA",,,0,0,
"Abel Sánchez","Unamuno, Miguel de",5623,581,3326,SALA,"N UNA",,,0,0,
"Abel Sánchez","Unamuno, Miguel de",6976,2872,3326,CG,"N UNA",,,0,0,
"Juanita la larga","Valera, Juan",4911,470,3326,SALA,"N VAL",,,0,0,
"La puta de Babilonia","Vallejo, Fernando",11430,4955,3326,Novelas,"N VAL",,,0,0,
"Pepita Jimenez","Valera, Juan",4602,4874,3326,Novelas,"N VAL",,,0,0,
"El corazón escucha","Van Slyke, Helen",2761,468,3326,SALA,"N VAN",,,0,0,
"El corazón escucha","Van Slyke, Helen",3840,469,3326,SALA,"N VAN",,,0,0,
"El mejor lugar","Van Slyke, Helen",3848,467,3326,SALA,"N VAN",,,0,0,
"El secreto del faraón","Vanoyeke, Violaine",6616,2351,3326,CG,"N VAN",,,0,0,
"Hermanas y extrañas","van Sluke, Helen",10171,4881,3326,Novelas,"N VAN",,,0,0,
"Los ricos y los virtuosos","Van Slyke, Helen",6043,1515,3326,SALA,"N VAN",,,0,0,
"Una mujer indomable","Van Slyke, Helen",3842,4884,3326,Novelas,"N VAN",,,0,0,
"Cinco esquinas","Vargas Llosa, Mario",11318,4878,3326,Novelas,"N VAR",,,0,0,
"El paraíso en la otra esquina","Vargas Llosa, Mario",6666,2441,3326,CG,"N VAR",,,0,0,
"Historia de Mayta","Vargas Llosa, Mario",3076,473,3326,SALA,"N VAR",,,0,0,
"La ciudad y los perros","Vargas Llosa, Mario",3648,471,3326,SALA,"N VAR",,,0,0,
"La fiesta del chivo","Vargas Llosa, Mario",6222,1808,3326,SALA,"N VAR",,,0,0,
"Lituma en los Andes","Vargas Llosa, Mario",3643,472,3326,SALA,"N VAR",,,0,0,
"Lituma en los Andes","Vargas Llosa, Mario",11128,4870,3326,Novelas,"N VAR",,,0,0,
"Pantaleón y las visitadoras","Vargas Llosa, Mario",10136,4886,3326,Novelas,"N VAR",,,0,0,
"Travesuras de la niña mala","Vargas Llosa, Mario",7302,3226,3326,CG,"N VAR",,,0,0,
"Un soldado imperial","Vaughan, Matthew",4875,474,3326,SALA,"N VAU",,,0,0,
"Dos relatos de ciencia ficción","Verne, Julio",3705,4880,3326,Novelas,"N VER",,,0,0,
"El faro del fin del mundo","Verne, Julio",10448,5313,3326,,"N VER",,,0,0,
"María Josefa Ezcurra","Verlichak, Carmen",6617,2352,3326,CG,"N VER",,,0,0,
"El otoño en Pekín","Vian, Boris",1195,4888,3326,Novelas,"N VIA",,,0,0,
"Vida de Lazarillo de Tormes",,6630,2377,3326,CG,"N VID",,,0,0,
"El Erial","Vigil, Constancio",5061,4866,3326,Novelas,"N VIG",,,0,0,
"Estampa de capitanes","Vigón, Jorge",4370,4889,3326,Novelas,"N VIG",,,0,0,
"Un dios cotidiano","Viñas, David",10969,4199,3326,,"N VIÑ",,,0,0,
"La Eneida","Virgilio Marón, Publio",2989,482,3326,SALA,"N VIR",,,0,0,
"Cuarteto para autos viejos","Vitagliano, Miguel Ángel",8907,4868,3326,Novelas,"N VIT",,,0,0,
"Sara T.","Wagner, Robin S.",6311,1948,3326,CG,"N WAG",,,0,0,
"Fantasmas en el parque","Walsh, Maria Elena",9086,4142,3326,,"N WAL",,,0,0,
"Las fuentes","Waliace, Sylvia",5022,477,3326,SALA,"N WAL",,,0,0,
"Novios de antaño (1930-1940)","Walsh, María Elena",3627,475,3326,SALA,"N WAL",,,0,0,
"Operación masacre","Walsh, Rodolfo",6212,1798,3326,SALA,"N WAL",,,0,0,
"Myriam la conspiradora","Wast, Hugo",1979,4867,3326,Novelas,"N WAS",,,0,0,
"Vocación de escritor","Wast, Hugo",6463,2136,3326,CG,"N WAS",,,0,0,
"Un loco en mi puerta","Waugh, Hillary",3224,476,3326,SALA,"N WAU",,,0,0,
Papaíto,"Webster, Jean",12256,6040,3326,Novelas,"N WEB",,,0,0,
"El hombre invisible","Wells, Herbert George",7008,2928,3326,CG,"N WEL",,,0,0,
Jane,"Wells, Dee",5295,481,3326,SALA,"N WEL",,,0,0,
"La guerra de los mundos","Wells, Herbert George",7144,3068,3326,CG,"N WEL",,,0,0,
"La máquina del tiempo","Wells, H. G.",6109,1582,3326,SALA,"N WEL",,,0,0,
"Lo que debas ser","Werner, Silvia",8927,4862,3326,Novelas,"N WER",,,0,0,
Arlequin,"West, Morris",3864,486,3326,SALA,"N WES",,,0,0,
"Dios salve su alma","West, Morris",2143,484,3326,SALA,"N WES",,,0,0,
"El navegante","West, Morris",5386,480,3326,CG,"N WES",,,0,0,
"El verano del lobo rojo","West, Morris",3276,4863,3326,Novelas,"N WES",,,0,0,
"La torre de Babel","West, Morris",3284,485,3326,SALA,"N WES",,,0,0,
"Las sandalias del pescador","West, Morris",5020,483,3326,SALA,"N WES",,,0,0,
Lazaro,"West, Morris",8361,4864,3326,Novelas,"N WES",,,0,0,
"Fuego azul","Whitney, Phyllis A.",5963,1353,3326,SALA,"N WHI",,,0,0,
"De profundis","Wilde, Oscar",189,487,3326,SALA,"N WIL",,,0,0,
"El fantasma de Canterville","Wilde, Oscar",5942,1332,3326,SALA,"N WIL",,,0,0,
"El fantasma de Canterville","Wilde, Oscar",6879,2775,3326,CG,"N WIL",,,0,0,
"El fantasma de Canterville","Wilde, Oscar",7009,2929,3326,CG,"N WIL",,,0,0,
"El lado explosivo de Jude","Williams, Nicole",10473,4165,3326,,"N WIL",,,0,0,
"El lado irresistible de Jude ","Williams, Nicole",10472,4166,3326,,"N WIL",,,0,0,
"El retrato de Dorian Gray","Wilde, Oscar",6772,2646,3326,CG,"N WIL",,,0,0,
"El riesgo de amar","Wilde, Jennifer",4742,479,3326,SALA,"N WIL",,,0,0,
"Flamingo Road","Wilder, Robert",6315,1951,3326,CG,"N WIL",,,0,0,
"La importancia de llamarse Ernesto","Oscar Wilde",11181,4434,3326,Novelas,"N WIL",,,0,0,
"Las olas","Woolf, Virginia",6129,1601,3326,SALA,"N WOO",,,0,0,
Shanna,"Woodiwiss, Kathleen",4545,478,3326,SALA,"N WOO",,,0,0,
"El motín del Caine","Wouk, Hérman",4547,492,3326,SALA,"N WOU",,,0,0,
"Vientos de guerra","Wouk, Hérman",4583,489,3326,SALA,"N WOU",,,0,0,
"Vientos de guerra","Wouk, Hérman",4585,490,3326,SALA,"N WOU",,,0,0,
"Cazador de espias","Wright, Peter",4762,491,3326,SALA,"N WRI",,,0,0,
"El hombre de fin de semana","Wright, Richard",4932,488,3326,SALA,"N WRI",,,0,0,
Kitchen,"Yoshimoto, Banana",10381,4869,3326,Novelas,"N Yas",,,0,0,
"Pasiones humanas","Yerby, Frank",6552,2250,3326,CG,"N YER",,,0,0,
"El lago","Yoshimoto, Banana",10656,4875,3326,Novelas,"N YOS",,,0,0,
"Memorias de Adriano","Yourcenar, Marguerite",7902,3825,3326,CG,"N YOU",,,0,0,
"Una vuelta por mi cárcel","Yourcenar, Marguerite",7343,3267,3326,CG,"N YOU",,,0,0,
"Lata peinada","Zelarayán, Ricardo",8692,4865,3326,Novelas,"N ZEL",,,0,0,
"Damasita Boedo","Zicolillo, Jorge",6648,2412,3326,CG,"N ZIC",,,0,0,
"Poesía 1920-1930","Olivari, Nicolás",8011,3911,3326,,oli,,,0,0,
"365 Frases ","Otero, María",9187,3912,3326,,ote,,,0,0,
"Poesía completa","Saramago, José",7810,3733,3326,CG,"P861 SAR",,,0,0,
"El viaje del elefante","Saramago, José",8139,5194,3326,,"P869 SAR",,,0,0,
"Bituín bituín Natacha","Pescetti, Luis María",8560,3916,3326,,pes,,,0,0,
"Chat Natacha chat","Pescetti, Luis Maria ",8565,3923,3326,,PES,,,0,0,
"La enciclopedia de las chicas perla","Pescetti, Luis Maria",8562,3921,3326,,PES,,,0,0,
"¡Buenisímo, Natacha!","Pescetti, Luis Maria",8559,3925,3326,,PES,,,0,0,
"El rock de la princesa","Pisos, Cecilia",8609,3933,3326,,PIS,,,0,0,
Golazo,"Rodrigues Gesualdi, Carlos",9147,3919,3326,,ROD,,,0,0,
"A la vuelta del mundo","Schapiro, Natalia",9862,3928,3326,,SCH,,,0,0,
"Monstruos de coleccion","Sverdlick, Graciela",8614,3934,3326,,SVE,,,0,0,
"Introducción a la física 1","Maiztegui, Alberto P.",2879,691,3326,SALA,"T./F-1 MAI",,,0,0,
"Cerro dulce,el pueblo de la magia","Tosi, Carolina",9782,3935,3326,,TOS,,,0,0,
"Biología 1 ","Botto, Juan L.",6874,2770,3326,CG,"Ts(B-1) BOT",,,0,0,
"Biología 1","Liserre de Telechea, María A.",5911,1158,3326,SALA,"Ts.(B-1) LIS",,,0,0,
"Ciencias naturales y tecnología 1",,3722,604,3326,SALA,"Ts./B-1 SAN",,,0,0,
"Ciencias naturales y tecnología 1",,2847,605,3326,SALA,"Ts./B-1 SAN",,,0,0,
"Biología 1","Zarur, Pedro",4400,602,3326,SALA,"Ts./B-1 ZAR",,,0,0,
"Biología 1","Zarur, Pedro",1265,586,3326,SALA,"Ts/B-1 ZAR",,,0,0,
"Biología 1","Zarur, Pedro",2152,587,3326,SALA,"Ts/B-1 ZAR",,,0,0,
"Biología 1","Zarur, Pedro",1906,588,3326,SALA,"Ts/B-1 ZAR",,,0,0,
"Biología 1","Zarur, Pedro",3593,589,3326,SALA,"Ts/B-1 ZAR",,,0,0,
"Ciencias 2 biológicas","Espinoza, Ana María",5697,608,3326,SALA,"Ts./B-2 ESP",,,0,0,
"Ciencias naturales y tecnología 2",,2845,606,3326,SALA,"Ts./B-2 SAN",,,0,0,
"Ciencias naturales y tecnología 2",,3721,607,3326,SALA,"Ts./B-2 SAN",,,0,0,
"Biología 2","Zarur, Pedro",4398,603,3326,SALA,"Ts./B-2 ZAR",,,0,0,
"Biología 2","Zarur, Pedro",3594,590,3326,SALA,"Ts/B-2 ZAR",,,0,0,
"Biología 2","Zarur, Pedro",2474,591,3326,SALA,"Ts/B-2 ZAR",,,0,0,
"Biología 2","Zarur, Pedro",1907,592,3326,SALA,"Ts/B-2 ZAR",,,0,0,
"Biología 2","Zarur, Pedro",2713,593,3326,SALA,"Ts/B-2 ZAR",,,0,0,
"Biología 3","D'Aiello de De Elía, Hilda L.",1838,594,3326,SALA,"Ts/B-3 D'AI",,,0,0,
"Biología 3","D'Aiello de De Elía, Hilda L.",218,595,3326,SALA,"Ts/B-3 D'AI",,,0,0,
"Biología 3","Zarur, Pedro",2715,596,3326,SALA,"Ts/B-3 ZAR",,,0,0,
"Biología 3","Zarur, Pedro",4392,597,3326,SALA,"Ts/B-3 ZAR",,,0,0,
"Biología 3","Zarur, Pedro",1908,598,3326,SALA,"Ts/B-3 ZAR",,,0,0,
"Biología 4","Zarur, Pedro",4396,599,3326,SALA,"Ts/B-4 ZAR",,,0,0,
"Biología 4","Zarur, Pedro",1909,600,3326,SALA,"Ts/B-4 ZAR",,,0,0,
"Biología 4","Zarur, Pedro",2717,601,3326,SALA,"Ts/B-4 ZAR",,,0,0,
Botánica,"Dembo , A.",6632,2379,3326,CG,"Ts(BB) DEM",,,0,0,
Botánica,"Dembo, A.",010,1470,3326,SALA,"Ts.(BB) DEM",,,0,0,
"Curso de botánica","Dembo, A.",009,1469,3326,BAJA,"Ts.(BB) DEM","No esta disponible",,0,0,
Botánica,"Dos Santos Lara, José Ángel",1969,1472,3326,SALA,"Ts.(BB) DOS",,,0,0,
"Curso de botánica","Fuster, Patricio Estevan",3341,1471,3326,BAJA,"Ts.(BB) FUS","No esta disponible",,0,0,
"Biología l","D'Aiello de De Elia, Hilda L.",1450,584,3326,SALA,"Ts/B-l D'AI",,,0,0,
"Biología l","D'Aiello de De Elia, Hilda L.",217,585,3326,SALA,"Ts/B-l D'AI",,,0,0,
"Curso de zoología","Dembo , A.",2472,1467,3326,SALA,"Ts.(BZ) DEM",,,0,0,
Zoología,"Dembo, A.",3545,1465,3326,SALA,"Ts.(BZ) DEM",,,0,0,
"Curso de zoología","García Soto , M.",038,1468,3326,SALA,"Ts.(BZ) GAR",,,0,0,
"Vida animal","Vidal, Jorge",3342,1463,3326,SALA,"Ts.(BZ) VID",,,0,0,
Biología,"Dos Santos Lara, José Ángel",1348,609,3326,SALA,"Ts./B DOS",,,0,0,
"Experimentos con animales pequeños","Zarur, Pedro",4399,1444,3326,SALA,"Ts(B) ZAR",,,0,0,
"Ciencias Naturales",,5454,1443,3326,SALA,"Ts(CN-4) SAN",,,0,0,
"Ciencias Naturales y Tecnología",,5151,1437,3326,SALA,"Ts(CN-6) SAN",,,0,0,
"Ciencias Naturales","Andina, María A.",4319,1433,3326,SALA,"Ts(CN-7) AND",,,0,0,
"Ciencias Naturales","Andina, María A.",5733,1434,3326,SALA,"Ts(CN-7) AND",,,0,0,
"Ciencias Naturales ","Goldstein, Beatriz",3662,1439,3326,SALA,"Ts(CN-7) GOL",,,0,0,
"Ciencias Naturales ","Goldstein, Beatriz",2898,1440,3326,SALA,"Ts(CN-7) GOL",,,0,0,
"Ciencias Naturales y Tecnología",,4309,1431,3326,SALA,"Ts(CN-7) SAN",,,0,0,
"Ciencias Naturales y Tecnología",,3725,1432,3326,,"Ts(CN-7) SAN",,,0,0,
"Ciencias naturales 7","Zarur, Pedro",4394,1449,3326,SALA,"Ts(CN-7 ZAR",,,0,0,
"Ciencias naturales 8","Aristegui, Rosana A.",5998,1387,3326,SALA,"Ts(CN-8) ARI",,,0,0,
"El libro de la naturaleza 9","Sellés Martínez, José",5447,1417,3326,SALA,"Ts(CN-9) SEL",,,0,0,
"Ciencias de la Vida y de la Tierra","Zarur, Pedro",4401,1438,3326,SALA,"Ts(CN-9) ZAR",,,0,0,
"Contabilidad 1","Rosenberg, Raquel",4322,668,3326,SALA,"Ts./CO-1 ROS",,,0,0,
"Contabilidad 1","Rosenberg, Raquel",3663,669,3326,SALA,"Ts./CO-1 ROS",,,0,0,
"Contabilidad 2","Rosenberg, Raquel",3664,670,3326,SALA,"Ts./CO-2 ROS",,,0,0,
"Contabilidad 2","Rosenberg, Raquel",2855,671,3326,SALA,"Ts./CO-2 ROS",,,0,0,
"Contabilidad ","Cholvis, Francisco",6633,2380,3326,CG,"Ts(Co-3) CHO",,,0,0,
"Contabilidad 3","Rosenberg, Raquel",4324,673,3326,SALA,"Ts./CO-3 ROS",,,0,0,
"Contabilidad IV","Pittao, Rodolfo L.",6635,2382,3326,CG,"Ts(Co-4) PIT",,,0,0,
"Contabilidad 4","Rosenberg, Raquel",4326,672,3326,SALA,"Ts./CO-4 ROS",,,0,0,
"Contabilidad 5","Rosenberg, Raquel",4328,674,3326,SALA,"Ts./CO-5 ROS",,,0,0,
"Contabilidad 5","Rosenberg, Raquel",2851,675,3326,SALA,"Ts./CO-5 ROS",,,0,0,
"Contabilidad 5","Rosenberg, Raquel",3665,676,3326,SALA,"Ts./CO-5 ROS",,,0,0,
"Contabilidad 5","Soria de Fernández DurÁn, Elsa del Carmen",6634,2381,3326,CG,"Ts(Co-5) SOR",,,0,0,
"Ciencias sociales 7","Bustinza, Juan Antonio",4493,1418,3326,SALA,"Ts(CS-7) BUS",,,0,0,
"Elementos de economía 1","Almada, Luis",5410,677,3326,SALA,"Ts./E-1 ALM",,,0,0,
"Elementos de economía 2","Almada, Luis",5409,678,3326,SALA,"Ts./E-2 ALM",,,0,0,
"Economía y contabilidad","García, Apolinar Edgardo",4445,679,3326,SALA,"Ts./E-3 GAR",,,0,0,
"Educación cívica 1","Bustinza, Juan Antonio",4495,680,3326,SALA,"Ts./EC-1 BUS",,,0,0,
"Educación cívica 1","Bustinza, Juan Antonio",2830,681,3326,SALA,"Ts./EC-1 BUS",,,0,0,
"Educación cívica","Delfino, Jorge Raúl",1903,814,3326,SALA,"Ts./EC-1 DEL",,,0,0,
"Educación cívica 1","Pasel, Susana",2078,809,3326,CG,"Ts./EC-1 PAS",,,0,0,
"Educación cívica 2","Bustinza, Juan Antonio",4485,683,3326,SALA,"Ts./EC-2 BUS",,,0,0,
"Educación cívica 2","Casullo, Alicia B.",6199,1785,3326,SALA,"Ts(EC-2) CAS",,,0,0,
"Educación cívica ","Delfino, Jorge Raúl",1904,815,3326,SALA,"Ts./EC-2 DEL",,,0,0,
"Educación cívica 2","Pasel, Susana",2079,810,3326,SALA,"Ts./EC-2 PAS",,,0,0,
"Educación cívica 2","Pasel, Susana",4761,813,3326,SALA,"Ts./EC-2 PAS",,,0,0,
"Educación cívica 3","Bustinza, Juan Antonio",4496,682,3326,SALA,"Ts./EC-3 BUS",,,0,0,
"Educación cívica 3","Casullo, Alicia B.",2840,694,3326,SALA,"Ts./EC-3 CAS",,,0,0,
"Educación cívica","Delfino, Jorge Raúl",1905,816,3326,SALA,"Ts./EC-3 DEL",,,0,0,
"Educación cívica 3","Pasel, Susana",2080,811,3326,SALA,"Ts./EC-3 PAS",,,0,0,
"Educación cívica 1","Casullo, Alicia B.",6960,2856,3326,CG,"Ts(EC) CAS",,,0,0,
"Educación cívica 1","Casullo, Alicia B.",7635,3559,3326,CG,"Ts(EC) CAS",,,0,0,
"Curso de instrucción cívica","Gómez, José C.",1328,695,3326,SALA,"Ts./EC GM",,,0,0,
"Curso de instrucción cívica","Gómez, José C.",878,696,3326,SALA,"Ts./EC GM",,,0,0,
"Formación ética y ciudadana.Propuesta de alcances de los Contenidos Básicos Comunes.","Kechichian, Roberto N.",4446,1705,3326,SALA,"Ts(EC) KEC",,,0,0,
"Formación Ética y Ciudadana; Propuesta  de Alcances de los Contenidos Básicos Comunes","Kechichian, Roberto N.",4450,1706,3326,SALA,"Ts(EC) KEC",,,0,0,
"Introducción a la física I","Maiztegui, Alberto P.",4886,684,3326,SALA,"Ts./F-1 MAI",,,0,0,
"Introducción a la física I","Maiztegui, Alberto P.",2546,685,3326,SALA,"Ts./F-1 MAI",,,0,0,
"Física 2","Castiglioni, Roberto E.",1351,690,3326,SALA,"Ts./F-2 CAS",,,0,0,
"Introducción a la física 2","Maiztegui, Alberto P.",2892,686,3326,SALA,"Ts./F-2 MAI",,,0,0,
"Introducción a la física 2","Maiztegui, Alberto P.",104,687,3326,SALA,"Ts./F-2 MAI",,,0,0,
"Curso de física bachillerato IV","Miguel, Carlos R.",2861,692,3326,SALA,"Ts./F-4 MIG",,,0,0,
"Física 5","Depau, Carmen",4397,688,3326,SALA,"Ts./F-5 DEP",,,0,0,
"Física 5","Depau, Carmen",1910,689,3326,SALA,"Ts./F-5 DEP",,,0,0,
"Curso de física V bachillerato","Miguel, Carlos R.",2853,693,3326,SALA,"Ts./F-5 MIG",,,0,0,
"Tejiendo redes 3","Onetto, fernando",4460,1659,3326,SALA,"TS(FE-3) ONE",,,0,0,
"Formación ética y ciudadana 7 EGB","Casullo, Alicia B.",5738,1413,3326,SALA,"Ts(FE-7) CAS",,,0,0,
